 91X4AE     | >F1 96X1AA=(female1A~970 x male1A~971) >F2 91X4AE=(female4A~976 x male1E~979)
 92X5AG     | >F1 96X2AA=(female2A~972 x male2A~973) >F2 92X5AG=(female5A~977 x male1G~980)
 93X6AT     | >F1 96X3AA=(female3A~974 x male3A~975) >F2 93X6AT=(female6A~978 x male1T~981)
 94X7AEAG   | >F1 96X1AA=(female1A~970 x male1A~971) >F2 91X4AE=(female4A~976 x male1E~979) >F3 94X7AEAG=(female1AE~982 x male1AG~983)
 94X7AEAG   | >F1 96X2AA=(female2A~972 x male2A~973) >F2 92X5AG=(female5A~977 x male1G~980) >F3 94X7AEAG=(female1AE~982 x male1AG~983)
 95X8AEAGAT | >F1 96X1AA=(female1A~970 x male1A~971) >F2 91X4AE=(female4A~976 x male1E~979) >F3 94X7AEAG=(female1AE~982 x male1AG~983) >F4 95X8AEAGAT=(female1AEAG~985 x male1AT~984)
 95X8AEAGAT | >F1 96X2AA=(female2A~972 x male2A~973) >F2 92X5AG=(female5A~977 x male1G~980) >F3 94X7AEAG=(female1AE~982 x male1AG~983) >F4 95X8AEAGAT=(female1AEAG~985 x male1AT~984)
 95X8AEAGAT | >F1 96X3AA=(female3A~974 x male3A~975) >F2 93X6AT=(female6A~978 x male1T~981) >F3 95X8AEAGAT=(female1AEAG~985 x male1AT~984)
 96X1AA     | >F1 96X1AA=(female1A~970 x male1A~971)
 96X2AA     | >F1 96X2AA=(female2A~972 x male2A~973)
 96X3AA     | >F1 96X3AA=(female3A~974 x male3A~975)
 96X9EG     | >F1 96X9EG=(female1E~988 x male1G~980)
