id|setid|long_ft|short_ft|row|col|block|dbh|year|site|name
613|3|9|9|4|6|6|0|2011-10-10|Mi-site|81XAA04
614|3|9|9|5|6|6|0|2011-10-10|Mi-site|82XAA04
615|3|9|9|6|6|6|0|2011-10-10|Mi-site|82XAA04
616|3|9|9|7|6|6|0|2011-10-10|Mi-site|82XAA04
617|3|9|9|8|6|6|0|2011-10-10|Mi-site|82XAA04
618|3|9|9|9|6|6|0|2011-10-10|Mi-site|18XAG04
619|3|9|9|10|6|6|0|2011-10-10|Mi-site|18XAG04
620|3|9|9|11|6|6|0|2011-10-10|Mi-site|18XAG04
621|3|9|9|12|6|6|0|2011-10-10|Mi-site|18XAG04
622|3|9|9|13|6|6|0|2011-10-10|Mi-site|1XTE04
623|3|9|9|14|6|6|0|2011-10-10|Mi-site|1XTE04
624|3|9|9|15|6|6|0|2011-10-10|Mi-site|1XTE04
625|3|9|9|16|6|6|0|2011-10-10|Mi-site|1XTE04
626|3|9|9|17|6|6|0|2011-10-10|Mi-site|82XAA04
627|3|9|9|18|6|6|0|2011-10-10|Mi-site|82XAA04
628|3|9|9|19|6|6|0|2011-10-10|Mi-site|82XAA04
629|3|9|9|20|6|6|0|2011-10-10|Mi-site|82XAA04
630|3|9|9|21|6|6|4.5|2011-10-10|Mi-site|NM6
631|3|9|9|1|7|7|6.3|2011-10-10|Mi-site|83XAA04
632|3|9|9|2|7|7|6.5|2011-10-10|Mi-site|83XAA04
633|3|9|9|3|7|7|8.5|2011-10-10|Mi-site|83XAA04
634|3|9|9|4|7|7|7|2011-10-10|Mi-site|83XAA04
635|3|9|9|5|7|7|0|2011-10-10|Mi-site|2XT4E04
636|3|9|9|6|7|7|0|2011-10-10|Mi-site|2XT4E04
637|3|9|9|7|7|7|0|2011-10-10|Mi-site|2XT4E04
638|3|9|9|8|7|7|0|2011-10-10|Mi-site|2XT4E04
639|3|9|9|9|7|7|0|2011-10-10|Mi-site|17XGA04
640|3|9|9|10|7|7|0|2011-10-10|Mi-site|17XGA04
641|3|9|9|11|7|7|0|2011-10-10|Mi-site|17XGA04
642|3|9|9|12|7|7|0|2011-10-10|Mi-site|17XGA04
643|3|9|9|13|7|7|7.7|2011-10-10|Mi-site|83XAA04
644|3|9|9|14|7|7|6.7|2011-10-10|Mi-site|83XAA04
645|3|9|9|15|7|7|7.3|2011-10-10|Mi-site|83XAA04
646|3|9|9|16|7|7|7.8|2011-10-10|Mi-site|83XAA04
647|3|9|9|17|7|7|0|2011-10-10|Mi-site|81XAA04
648|3|9|9|18|7|7|0|2011-10-10|Mi-site|81XAA04
649|3|9|9|19|7|7|0|2011-10-10|Mi-site|81XAA04
650|3|9|9|20|7|7|0|2011-10-10|Mi-site|81XAA04
651|3|9|9|21|7|7|0|2011-10-10|Mi-site|85XAA04
652|3|9|9|1|8|8|0|2011-10-10|Mi-site|1XTE04
653|3|9|9|2|8|8|0|2011-10-10|Mi-site|1XTE04
654|3|9|9|3|8|8|0|2011-10-10|Mi-site|1XTE04
655|3|9|9|4|8|8|0|2011-10-10|Mi-site|1XTE04
656|3|9|9|5|8|8|0|2011-10-10|Mi-site|18XAG04
657|3|9|9|6|8|8|0|2011-10-10|Mi-site|18XAG04
658|3|9|9|7|8|8|0|2011-10-10|Mi-site|18XAG04
659|3|9|9|8|8|8|0|2011-10-10|Mi-site|18XAG04
660|3|9|9|9|8|8|0|2011-10-10|Mi-site|82XAA04
661|3|9|9|10|8|8|0|2011-10-10|Mi-site|82XAA04
662|3|9|9|11|8|8|0|2011-10-10|Mi-site|82XAA04
663|3|9|9|12|8|8|0|2011-10-10|Mi-site|82XAA04
664|3|9|9|13|8|8|0|2011-10-10|Mi-site|81XAA04
665|3|9|9|14|8|8|0|2011-10-10|Mi-site|81XAA04
666|3|9|9|15|8|8|0|2011-10-10|Mi-site|81XAA04
667|3|9|9|16|8|8|0|2011-10-10|Mi-site|81XAA04
668|3|9|9|17|8|8|0|2011-10-10|Mi-site|84XAA04
669|3|9|9|18|8|8|0|2011-10-10|Mi-site|84XAA04
670|3|9|9|19|8|8|0|2011-10-10|Mi-site|84XAA04
671|3|9|9|20|8|8|0|2011-10-10|Mi-site|84XAA04
672|3|9|9|21|8|8|0|2011-10-10|Mi-site|85XAA04
673|3|9|9|1|9|9|0|2011-10-10|Mi-site|85XAA04
674|3|9|9|2|9|9|0|2011-10-10|Mi-site|85XAA04
675|3|9|9|3|9|9|0|2011-10-10|Mi-site|85XAA04
676|3|9|9|4|9|9|0|2011-10-10|Mi-site|85XAA04
677|3|9|9|5|9|9|7.2|2011-10-10|Mi-site|80XAA04
678|3|9|9|6|9|9|7.3|2011-10-10|Mi-site|80XAA04
679|3|9|9|7|9|9|6.3|2011-10-10|Mi-site|80XAA04
680|3|9|9|8|9|9|7.7|2011-10-10|Mi-site|80XAA04
681|3|9|9|9|9|9|0|2011-10-10|Mi-site|84XAA04
682|3|9|9|10|9|9|0|2011-10-10|Mi-site|84XAA04
683|3|9|9|11|9|9|0|2011-10-10|Mi-site|84XAA04
684|3|9|9|12|9|9|0|2011-10-10|Mi-site|84XAA04
685|3|9|9|13|9|9|5.9|2011-10-10|Mi-site|80XAA04
686|3|9|9|14|9|9|5.7|2011-10-10|Mi-site|80XAA04
687|3|9|9|15|9|9|5.3|2011-10-10|Mi-site|80XAA04
688|3|9|9|16|9|9|3.3|2011-10-10|Mi-site|80XAA04
689|3|9|9|17|9|9|7.1|2011-10-10|Mi-site|83XAA04
690|3|9|9|18|9|9|4.4|2011-10-10|Mi-site|83XAA04
691|3|9|9|19|9|9|6.5|2011-10-10|Mi-site|83XAA04
692|3|9|9|20|9|9|7.5|2011-10-10|Mi-site|83XAA04
693|3|9|9|21|9|9|0|2011-10-10|Mi-site|85XAA04
694|3|9|9|1|10|10|0|2011-10-10|Mi-site|84XAA04
695|3|9|9|2|10|10|0|2011-10-10|Mi-site|84XAA04
696|3|9|9|3|10|10|0|2011-10-10|Mi-site|84XAA04
697|3|9|9|4|10|10|0|2011-10-10|Mi-site|84XAA04
698|3|9|9|5|10|10|0|2011-10-10|Mi-site|17XGA04
699|3|9|9|6|10|10|0|2011-10-10|Mi-site|17XGA04
700|3|9|9|7|10|10|0|2011-10-10|Mi-site|17XGA04
701|3|9|9|8|10|10|0|2011-10-10|Mi-site|17XGA04
702|3|9|9|9|10|10|0|2011-10-10|Mi-site|2XT4E04
703|3|9|9|10|10|10|0|2011-10-10|Mi-site|2XT4E04
704|3|9|9|11|10|10|0|2011-10-10|Mi-site|2XT4E04
705|3|9|9|12|10|10|0|2011-10-10|Mi-site|2XT4E04
706|3|9|9|13|10|10|0|2011-10-10|Mi-site|85XAA04
707|3|9|9|14|10|10|0|2011-10-10|Mi-site|85XAA04
708|3|9|9|15|10|10|0|2011-10-10|Mi-site|85XAA04
709|3|9|9|16|10|10|0|2011-10-10|Mi-site|85XAA04
710|3|9|9|17|10|10|6.3|2011-10-10|Mi-site|80XAA04
711|3|9|9|18|10|10|0|2011-10-10|Mi-site|80XAA04
712|3|9|9|19|10|10|4.5|2011-10-10|Mi-site|80XAA04
713|3|9|9|20|10|10|3.1|2011-10-10|Mi-site|80XAA04
714|3|9|9|21|10|10|0|2011-10-10|Mi-site|85XAA04
715|3|9|9|1|11|11|4.9|2011-10-10|Mi-site|NM6
716|3|9|9|2|11|11|6.2|2011-10-10|Mi-site|NM6
717|3|9|9|3|11|11|5.9|2011-10-10|Mi-site|NM6
718|3|9|9|4|11|11|4.5|2011-10-10|Mi-site|NM6
719|3|9|9|5|11|11|4.8|2011-10-10|Mi-site|NM6
720|3|9|9|6|11|11|4.9|2011-10-10|Mi-site|NM6
721|3|9|9|7|11|11|5.7|2011-10-10|Mi-site|NM6
722|3|9|9|8|11|11|8.1|2011-10-10|Mi-site|NM6
723|3|9|9|9|11|11|0|2011-10-10|Mi-site|NM6
724|3|9|9|10|11|11|4.4|2011-10-10|Mi-site|NM6
725|3|9|9|11|11|11|6.3|2011-10-10|Mi-site|NM6
726|3|9|9|12|11|11|7.6|2011-10-10|Mi-site|NM6
727|3|9|9|13|11|11|4.4|2011-10-10|Mi-site|NM6
728|3|9|9|14|11|11|3.3|2011-10-10|Mi-site|NM6
729|3|9|9|15|11|11|5.1|2011-10-10|Mi-site|NM6
730|3|9|9|16|11|11|5.6|2011-10-10|Mi-site|NM6
731|3|9|9|17|11|11|6.7|2011-10-10|Mi-site|NM6
732|3|9|9|18|11|11|6|2011-10-10|Mi-site|NM6
733|3|9|9|19|11|11|5.8|2011-10-10|Mi-site|NM6
734|3|9|9|20|11|11|5.3|2011-10-10|Mi-site|NM6
735|3|9|9|21|11|11|3.4|2011-10-10|Mi-site|NM6
736|3|9|9|1|12|12|6|2011-10-10|Mi-site|NM6
737|3|9|9|2|12|12|6.7|2011-10-10|Mi-site|NM6
738|3|9|9|3|12|12|5.3|2011-10-10|Mi-site|NM6
739|3|9|9|4|12|12|4.8|2011-10-10|Mi-site|NM6
740|3|9|9|5|12|12|5.7|2011-10-10|Mi-site|NM6
741|3|9|9|6|12|12|7|2011-10-10|Mi-site|NM6
742|3|9|9|7|12|12|6.5|2011-10-10|Mi-site|NM6
743|3|9|9|8|12|12|6.2|2011-10-10|Mi-site|NM6
744|3|9|9|9|12|12|5.6|2011-10-10|Mi-site|NM6
745|3|9|9|10|12|12|3.8|2011-10-10|Mi-site|NM6
746|3|9|9|11|12|12|7.8|2011-10-10|Mi-site|NM6
747|3|9|9|12|12|12|4.1|2011-10-10|Mi-site|NM6
748|3|9|9|13|12|12|2.7|2011-10-10|Mi-site|NM6
749|3|9|9|14|12|12|3.7|2011-10-10|Mi-site|NM6
750|3|9|9|15|12|12|5.4|2011-10-10|Mi-site|NM6
751|3|9|9|16|12|12|5|2011-10-10|Mi-site|NM6
752|3|9|9|17|12|12|4.7|2011-10-10|Mi-site|NM6
753|3|9|9|18|12|12|5|2011-10-10|Mi-site|NM6
754|3|9|9|19|12|12|4.7|2011-10-10|Mi-site|NM6
755|3|9|9|20|12|12|7|2011-10-10|Mi-site|NM6
756|3|9|9|21|12|12|7.4|2011-10-10|Mi-site|NM6
757|4|9|9|1|1|1|2.8|2010-10-10|Mi-site|17XGA24
758|4|9|9|2|1|1|2|2010-10-10|Mi-site|17XGA04
759|4|9|9|3|1|1|4.6|2010-10-10|Mi-site|17XGA04
760|4|9|9|4|1|1|2.7|2010-10-10|Mi-site|17XGA5
761|4|9|9|5|1|1|3.7|2010-10-10|Mi-site|82XAA04
762|4|9|9|6|1|1|3|2010-10-10|Mi-site|82XAA04
763|4|9|9|7|1|1|5.8|2010-10-10|Mi-site|82XAA04
764|4|9|9|8|1|1|1.3|2010-10-10|Mi-site|82XAA04
765|4|9|9|9|1|1|0|2010-10-10|Mi-site|2XT4E04
766|4|9|9|10|1|1|0|2010-10-10|Mi-site|2XT4E04
767|4|9|9|11|1|1|0|2010-10-10|Mi-site|2XT4E04
768|4|9|9|12|1|1|0|2010-10-10|Mi-site|2XT4E04
769|4|9|9|13|1|1|6|2010-10-10|Mi-site|83XAA04
770|4|9|9|14|1|1|6.4|2010-10-10|Mi-site|83XAA04
771|4|9|9|15|1|1|6.6|2010-10-10|Mi-site|83XAA04
772|4|9|9|16|1|1|5.9|2010-10-10|Mi-site|83XAA04
773|4|9|9|17|1|1|4.6|2010-10-10|Mi-site|81XAA04
774|4|9|9|18|1|1|6.2|2010-10-10|Mi-site|81XAA04
775|4|9|9|19|1|1|5.6|2010-10-10|Mi-site|81XAA04
776|4|9|9|20|1|1|2.8|2010-10-10|Mi-site|81XAA04
777|4|9|9|21|1|1|0|2010-10-10|Mi-site|NM6
778|4|9|9|1|2|2|6.4|2010-10-10|Mi-site|80XAA04
779|4|9|9|2|2|2|4.2|2010-10-10|Mi-site|80XAA04
780|4|9|9|3|2|2|4.3|2010-10-10|Mi-site|80XAA04
781|4|9|9|4|2|2|2.2|2010-10-10|Mi-site|80XAA04
782|4|9|9|5|2|2|5.6|2010-10-10|Mi-site|84XAA04
783|4|9|9|6|2|2|4.6|2010-10-10|Mi-site|84XAA04
784|4|9|9|7|2|2|5.8|2010-10-10|Mi-site|84XAA04
785|4|9|9|8|2|2|3.5|2010-10-10|Mi-site|84XAA04
786|4|9|9|9|2|2|3.1|2010-10-10|Mi-site|18XAG04
787|4|9|9|10|2|2|4.1|2010-10-10|Mi-site|18XAG04
788|4|9|9|11|2|2|5.5|2010-10-10|Mi-site|18XAG04
789|4|9|9|12|2|2|5.7|2010-10-10|Mi-site|18XAG04
790|4|9|9|13|2|2|0|2010-10-10|Mi-site|81XAA04
791|4|9|9|14|2|2|3.6|2010-10-10|Mi-site|81XAA04
792|4|9|9|15|2|2|2.3|2010-10-10|Mi-site|81XAA04
793|4|9|9|16|2|2|0|2010-10-10|Mi-site|81XAA04
794|4|9|9|17|2|2|4.6|2010-10-10|Mi-site|80XAA04
795|4|9|9|18|2|2|4.2|2010-10-10|Mi-site|80XAA04
796|4|9|9|19|2|2|6.5|2010-10-10|Mi-site|80XAA04
797|4|9|9|20|2|2|5.5|2010-10-10|Mi-site|80XAA04
798|4|9|9|21|2|2|2.3|2010-10-10|Mi-site|NM6
799|4|9|9|1|3|3|6.3|2010-10-10|Mi-site|83XAA04
800|4|9|9|2|3|3|6|2010-10-10|Mi-site|83XAA04
801|4|9|9|3|3|3|5.4|2010-10-10|Mi-site|83XAA04
802|4|9|9|4|3|3|6.9|2010-10-10|Mi-site|83XAA04
803|4|9|9|5|3|3|4.7|2010-10-10|Mi-site|1XTE04
804|4|9|9|6|3|3|2.6|2010-10-10|Mi-site|1XTE04
805|4|9|9|7|3|3|3.6|2010-10-10|Mi-site|1XTE04
806|4|9|9|8|3|3|4|2010-10-10|Mi-site|1XTE04
807|4|9|9|9|3|3|6.8|2010-10-10|Mi-site|80XAA04
808|4|9|9|10|3|3|3.7|2010-10-10|Mi-site|80XAA04
809|4|9|9|11|3|3|2.5|2010-10-10|Mi-site|80XAA04
810|4|9|9|12|3|3|7.1|2010-10-10|Mi-site|80XAA04
811|4|9|9|13|3|3|5.6|2010-10-10|Mi-site|82XAA04
812|4|9|9|14|3|3|5.2|2010-10-10|Mi-site|82XAA04
813|4|9|9|15|3|3|4.3|2010-10-10|Mi-site|82XAA04
814|4|9|9|16|3|3|4.6|2010-10-10|Mi-site|82XAA04
815|4|9|9|17|3|3|5.8|2010-10-10|Mi-site|83XAA04
816|4|9|9|18|3|3|5.4|2010-10-10|Mi-site|83XAA04
817|4|9|9|19|3|3|3.9|2010-10-10|Mi-site|83XAA04
818|4|9|9|20|3|3|5.4|2010-10-10|Mi-site|83XAA04
819|4|9|9|21|3|3|6.5|2010-10-10|Mi-site|NM6
820|4|9|9|1|4|4|0|2010-10-10|Mi-site|85XAA04
821|4|9|9|2|4|4|3.3|2010-10-10|Mi-site|85XAA04
822|4|9|9|3|4|4|0.4|2010-10-10|Mi-site|85XAA04
823|4|9|9|4|4|4|0.2|2010-10-10|Mi-site|85XAA04
824|4|9|9|5|4|4|5|2010-10-10|Mi-site|18XAG04
825|4|9|9|6|4|4|3.9|2010-10-10|Mi-site|18XAG04
826|4|9|9|7|4|4|2.9|2010-10-10|Mi-site|18XAG04
827|4|9|9|8|4|4|5|2010-10-10|Mi-site|18XAG04
828|4|9|9|9|4|4|1.6|2010-10-10|Mi-site|85XAA04
829|4|9|9|10|4|4|2.5|2010-10-10|Mi-site|85XAA04
830|4|9|9|11|4|4|0.6|2010-10-10|Mi-site|85XAA04
831|4|9|9|12|4|4|0.7|2010-10-10|Mi-site|85XAA04
832|4|9|9|13|4|4|3.5|2010-10-10|Mi-site|84XAA04
833|4|9|9|14|4|4|0|2010-10-10|Mi-site|84XAA04
834|4|9|9|15|4|4|5.1|2010-10-10|Mi-site|84XAA04
835|4|9|9|16|4|4|5.8|2010-10-10|Mi-site|84XAA04
836|4|9|9|17|4|4|2.7|2010-10-10|Mi-site|82XAA04
837|4|9|9|18|4|4|5.7|2010-10-10|Mi-site|82XAA04
838|4|9|9|19|4|4|4.4|2010-10-10|Mi-site|82XAA04
839|4|9|9|20|4|4|5.3|2010-10-10|Mi-site|82XAA04
840|4|9|9|21|4|4|5|2010-10-10|Mi-site|NM6
841|4|9|9|1|5|5|2.2|2010-10-10|Mi-site|81XAA04
842|4|9|9|2|5|5|4.8|2010-10-10|Mi-site|81XAA04
843|4|9|9|3|5|5|3.7|2010-10-10|Mi-site|81XAA04
844|4|9|9|4|5|5|8.1|2010-10-10|Mi-site|81XAA04
845|4|9|9|5|5|5|0|2010-10-10|Mi-site|2XT4E04
846|4|9|9|6|5|5|0|2010-10-10|Mi-site|2XT4E04
847|4|9|9|7|5|5|0|2010-10-10|Mi-site|2XT4E04
848|4|9|9|8|5|5|0|2010-10-10|Mi-site|2XT4E04
849|4|9|9|9|5|5|3.2|2010-10-10|Mi-site|84XAA04
850|4|9|9|10|5|5|3|2010-10-10|Mi-site|84XAA04
851|4|9|9|11|5|5|6.9|2010-10-10|Mi-site|84XAA04
852|4|9|9|12|5|5|6|2010-10-10|Mi-site|84XAA04
853|4|9|9|13|5|5|2|2010-10-10|Mi-site|17XGA04
854|4|9|9|14|5|5|3.7|2010-10-10|Mi-site|17XGA04
855|4|9|9|15|5|5|4.7|2010-10-10|Mi-site|17XGA04
856|4|9|9|16|5|5|4.2|2010-10-10|Mi-site|17XGA04
857|4|9|9|17|5|5|0.5|2010-10-10|Mi-site|85XAA04
858|4|9|9|18|5|5|2.9|2010-10-10|Mi-site|85XAA04
859|4|9|9|19|5|5|1.7|2010-10-10|Mi-site|85XAA04
860|4|9|9|20|5|5|0|2010-10-10|Mi-site|85XAA04
861|4|9|9|21|5|5|5.7|2010-10-10|Mi-site|NM6
862|4|9|9|1|6|6|6.8|2010-10-10|Mi-site|81XAA04
863|4|9|9|2|6|6|5.4|2010-10-10|Mi-site|81XAA04
864|4|9|9|3|6|6|5.2|2010-10-10|Mi-site|81XAA04
865|4|9|9|4|6|6|0|2010-10-10|Mi-site|81XAA04
866|4|9|9|5|6|6|4.4|2010-10-10|Mi-site|82XAA04
867|4|9|9|6|6|6|6|2010-10-10|Mi-site|82XAA04
868|4|9|9|7|6|6|4.9|2010-10-10|Mi-site|82XAA04
869|4|9|9|8|6|6|3.8|2010-10-10|Mi-site|82XAA04
870|4|9|9|9|6|6|1.9|2010-10-10|Mi-site|18XAG04
871|4|9|9|10|6|6|5.2|2010-10-10|Mi-site|18XAG04
872|4|9|9|11|6|6|1.2|2010-10-10|Mi-site|18XAG04
873|4|9|9|12|6|6|4|2010-10-10|Mi-site|18XAG04
874|4|9|9|13|6|6|0|2010-10-10|Mi-site|1XTE04
875|4|9|9|14|6|6|0|2010-10-10|Mi-site|1XTE04
876|4|9|9|15|6|6|0|2010-10-10|Mi-site|1XTE04
877|4|9|9|16|6|6|2|2010-10-10|Mi-site|1XTE04
878|4|9|9|17|6|6|4.1|2010-10-10|Mi-site|82XAA04
879|4|9|9|18|6|6|4.8|2010-10-10|Mi-site|82XAA04
880|4|9|9|19|6|6|4.2|2010-10-10|Mi-site|82XAA04
881|4|9|9|20|6|6|5.5|2010-10-10|Mi-site|82XAA04
882|4|9|9|21|6|6|6|2010-10-10|Mi-site|NM6
883|4|9|9|1|7|7|5.4|2010-10-10|Mi-site|83XAA04
884|4|9|9|2|7|7|6.1|2010-10-10|Mi-site|83XAA04
885|4|9|9|3|7|7|5.1|2010-10-10|Mi-site|83XAA04
886|4|9|9|4|7|7|6.3|2010-10-10|Mi-site|83XAA04
887|4|9|9|5|7|7|0.7|2010-10-10|Mi-site|2XT4E04
888|4|9|9|6|7|7|0|2010-10-10|Mi-site|2XT4E04
889|4|9|9|7|7|7|2.5|2010-10-10|Mi-site|2XT4E04
890|4|9|9|8|7|7|2.2|2010-10-10|Mi-site|2XT4E04
891|4|9|9|9|7|7|3.5|2010-10-10|Mi-site|17XGA04
892|4|9|9|10|7|7|3|2010-10-10|Mi-site|17XGA04
893|4|9|9|11|7|7|3.3|2010-10-10|Mi-site|17XGA04
894|4|9|9|12|7|7|0|2010-10-10|Mi-site|17XGA04
895|4|9|9|13|7|7|6.9|2010-10-10|Mi-site|83XAA04
896|4|9|9|14|7|7|5.9|2010-10-10|Mi-site|83XAA04
897|4|9|9|15|7|7|6.5|2010-10-10|Mi-site|83XAA04
898|4|9|9|16|7|7|7.1|2010-10-10|Mi-site|83XAA04
899|4|9|9|17|7|7|0.7|2010-10-10|Mi-site|81XAA04
900|4|9|9|18|7|7|3.7|2010-10-10|Mi-site|81XAA04
901|4|9|9|19|7|7|3.6|2010-10-10|Mi-site|81XAA04
902|4|9|9|20|7|7|5.9|2010-10-10|Mi-site|81XAA04
903|4|9|9|21|7|7|2.4|2010-10-10|Mi-site|85XAA04
904|4|9|9|1|8|8|1.8|2010-10-10|Mi-site|1XTE04
905|4|9|9|2|8|8|0|2010-10-10|Mi-site|1XTE04
906|4|9|9|3|8|8|0.9|2010-10-10|Mi-site|1XTE04
907|4|9|9|4|8|8|1.7|2010-10-10|Mi-site|1XTE04
908|4|9|9|5|8|8|4|2010-10-10|Mi-site|18XAG04
909|4|9|9|6|8|8|1.9|2010-10-10|Mi-site|18XAG04
910|4|9|9|7|8|8|1.9|2010-10-10|Mi-site|18XAG04
911|4|9|9|8|8|8|3.9|2010-10-10|Mi-site|18XAG04
912|4|9|9|9|8|8|5.7|2010-10-10|Mi-site|82XAA04
913|4|9|9|10|8|8|4.6|2010-10-10|Mi-site|82XAA04
914|4|9|9|11|8|8|5|2010-10-10|Mi-site|82XAA04
915|4|9|9|12|8|8|4.5|2010-10-10|Mi-site|82XAA04
916|4|9|9|13|8|8|4.5|2010-10-10|Mi-site|81XAA04
917|4|9|9|14|8|8|4|2010-10-10|Mi-site|81XAA04
918|4|9|9|15|8|8|0|2010-10-10|Mi-site|81XAA04
919|4|9|9|16|8|8|2.7|2010-10-10|Mi-site|81XAA04
920|4|9|9|17|8|8|4.1|2010-10-10|Mi-site|84XAA04
921|4|9|9|18|8|8|4.7|2010-10-10|Mi-site|84XAA04
922|4|9|9|19|8|8|2.6|2010-10-10|Mi-site|84XAA04
923|4|9|9|20|8|8|3.1|2010-10-10|Mi-site|84XAA04
924|4|9|9|21|8|8|2.1|2010-10-10|Mi-site|85XAA04
925|4|9|9|1|9|9|0.9|2010-10-10|Mi-site|85XAA04
926|4|9|9|2|9|9|1.7|2010-10-10|Mi-site|85XAA04
927|4|9|9|3|9|9|0|2010-10-10|Mi-site|85XAA04
928|4|9|9|4|9|9|0|2010-10-10|Mi-site|85XAA04
929|4|9|9|5|9|9|6.2|2010-10-10|Mi-site|80XAA04
930|4|9|9|6|9|9|6.3|2010-10-10|Mi-site|80XAA04
931|4|9|9|7|9|9|5.5|2010-10-10|Mi-site|80XAA04
932|4|9|9|8|9|9|6.8|2010-10-10|Mi-site|80XAA04
933|4|9|9|9|9|9|3.7|2010-10-10|Mi-site|84XAA04
934|4|9|9|10|9|9|4.9|2010-10-10|Mi-site|84XAA04
935|4|9|9|11|9|9|2.7|2010-10-10|Mi-site|84XAA04
936|4|9|9|12|9|9|2.5|2010-10-10|Mi-site|84XAA04
937|4|9|9|13|9|9|4.9|2010-10-10|Mi-site|80XAA04
938|4|9|9|14|9|9|5.1|2010-10-10|Mi-site|80XAA04
939|4|9|9|15|9|9|4.7|2010-10-10|Mi-site|80XAA04
940|4|9|9|16|9|9|2.9|2010-10-10|Mi-site|80XAA04
941|4|9|9|17|9|9|6.5|2010-10-10|Mi-site|83XAA04
942|4|9|9|18|9|9|4.3|2010-10-10|Mi-site|83XAA04
943|4|9|9|19|9|9|5.9|2010-10-10|Mi-site|83XAA04
944|4|9|9|20|9|9|7.2|2010-10-10|Mi-site|83XAA04
945|4|9|9|21|9|9|1.6|2010-10-10|Mi-site|85XAA04
946|4|9|9|1|10|10|6.2|2010-10-10|Mi-site|84XAA04
947|4|9|9|2|10|10|0.9|2010-10-10|Mi-site|84XAA04
948|4|9|9|3|10|10|3.6|2010-10-10|Mi-site|84XAA04
949|4|9|9|4|10|10|6.1|2010-10-10|Mi-site|84XAA04
950|4|9|9|5|10|10|3.6|2010-10-10|Mi-site|17XGA04
951|4|9|9|6|10|10|3.1|2010-10-10|Mi-site|17XGA04
952|4|9|9|7|10|10|3.6|2010-10-10|Mi-site|17XGA04
953|4|9|9|8|10|10|2.7|2010-10-10|Mi-site|17XGA04
954|4|9|9|9|10|10|2.6|2010-10-10|Mi-site|2XT4E04
955|4|9|9|10|10|10|0|2010-10-10|Mi-site|2XT4E04
956|4|9|9|11|10|10|3|2010-10-10|Mi-site|2XT4E04
957|4|9|9|12|10|10|0|2010-10-10|Mi-site|2XT4E04
958|4|9|9|13|10|10|1.8|2010-10-10|Mi-site|85XAA04
959|4|9|9|14|10|10|0|2010-10-10|Mi-site|85XAA04
960|4|9|9|15|10|10|0|2010-10-10|Mi-site|85XAA04
961|4|9|9|16|10|10|1.8|2010-10-10|Mi-site|85XAA04
962|4|9|9|17|10|10|5.9|2010-10-10|Mi-site|80XAA04
963|4|9|9|18|10|10|0|2010-10-10|Mi-site|80XAA04
964|4|9|9|19|10|10|3.8|2010-10-10|Mi-site|80XAA04
965|4|9|9|20|10|10|2.5|2010-10-10|Mi-site|80XAA04
966|4|9|9|21|10|10|0.4|2010-10-10|Mi-site|85XAA04
967|4|9|9|1|11|11|4.1|2010-10-10|Mi-site|NM6
968|4|9|9|2|11|11|5.4|2010-10-10|Mi-site|NM6
969|4|9|9|3|11|11|5.7|2010-10-10|Mi-site|NM6
970|4|9|9|4|11|11|4.1|2010-10-10|Mi-site|NM6
971|4|9|9|5|11|11|5|2010-10-10|Mi-site|NM6
972|4|9|9|6|11|11|5.2|2010-10-10|Mi-site|NM6
973|4|9|9|7|11|11|5.2|2010-10-10|Mi-site|NM6
974|4|9|9|8|11|11|7.1|2010-10-10|Mi-site|NM6
975|4|9|9|9|11|11|0|2010-10-10|Mi-site|NM6
976|4|9|9|10|11|11|5.1|2010-10-10|Mi-site|NM6
977|4|9|9|11|11|11|5.5|2010-10-10|Mi-site|NM6
978|4|9|9|12|11|11|5.6|2010-10-10|Mi-site|NM6
979|4|9|9|13|11|11|2.9|2010-10-10|Mi-site|NM6
980|4|9|9|14|11|11|2.2|2010-10-10|Mi-site|NM6
981|4|9|9|15|11|11|3.5|2010-10-10|Mi-site|NM6
982|4|9|9|16|11|11|4.2|2010-10-10|Mi-site|NM6
983|4|9|9|17|11|11|5.6|2010-10-10|Mi-site|NM6
984|4|9|9|18|11|11|4.9|2010-10-10|Mi-site|NM6
985|4|9|9|19|11|11|5|2010-10-10|Mi-site|NM6
986|4|9|9|20|11|11|3.6|2010-10-10|Mi-site|NM6
987|4|9|9|21|11|11|3.8|2010-10-10|Mi-site|NM6
988|4|9|9|1|12|12|5|2010-10-10|Mi-site|NM6
989|4|9|9|2|12|12|5.3|2010-10-10|Mi-site|NM6
990|4|9|9|3|12|12|4.4|2010-10-10|Mi-site|NM6
991|4|9|9|4|12|12|4.1|2010-10-10|Mi-site|NM6
992|4|9|9|5|12|12|4.9|2010-10-10|Mi-site|NM6
993|4|9|9|6|12|12|6.3|2010-10-10|Mi-site|NM6
994|4|9|9|7|12|12|6.1|2010-10-10|Mi-site|NM6
995|4|9|9|8|12|12|5|2010-10-10|Mi-site|NM6
996|4|9|9|9|12|12|4.8|2010-10-10|Mi-site|NM6
997|4|9|9|10|12|12|2.8|2010-10-10|Mi-site|NM6
998|4|9|9|11|12|12|5.9|2010-10-10|Mi-site|NM6
999|4|9|9|12|12|12|2.7|2010-10-10|Mi-site|NM6
1000|4|9|9|13|12|12|1.9|2010-10-10|Mi-site|NM6
